condition,target,horizon,benchmark,n_triggers,n_baseline_days,trigger_rate_pct,effective_independent_n,mean_return_pct,baseline_return_pct,lift_pct,hit_rate_pct,baseline_hit_rate_pct,mean_tradable_pct,t_stat,p_value,below_inference_floor,min_detectable_effect_pct,underpowered,note,in_sample_lift_pct,oos_lift_pct,oos_n_triggers,sign_held_oos,family,family_size,family_untestable_rows,alpha,bonferroni_threshold,survives_bonferroni,survives_bh_fdr,expected_false_positives_at_alpha,n_nominally_significant,family_max_abs_t,family_null_p,family_null_max_abs_t_p95,generated_at
XLB:top1_of_peers_5d,XLB,5,SPY,15,546,2.7472527472527473,7,-0.3387191292124821,-0.12451419910661259,-0.21420493010586958,53.333333333333336,46.7032967032967,-0.27423197055081044,-0.3436914675754773,0.7428021127052227,False,1.7450936694106898,True,,0.772933037839918,-0.8595329317680294,10,True,strong_week_reversal,67,3,0.05,0.0007462686567164179,False,False,3.35,3,6.029213993200932,0.03792415169660679,5.0008420660985635,2026-09-09T21:39:24.524739+00:00
XLB:top10pct_5d_return AND next-session-is-Friday,XLB,1,SPY,9,550,1.6363636363636365,9,0.04192897349908477,-0.027958036732769927,0.0698870102318547,44.44444444444444,49.09090909090909,0.11174828746375691,0.21429024687470852,0.8356819061024942,False,0.9131709515627451,True,,-0.23806694793487188,0.2958255959785141,5,True,strong_week_reversal,67,3,0.05,0.0007462686567164179,False,False,3.35,3,6.029213993200932,0.03792415169660679,5.0008420660985635,2026-09-09T21:39:24.524748+00:00
XLC:top10pct_5d_return,XLC,1,SPY,41,550,7.454545454545454,41,-0.05562547890737182,-0.01462131556530893,-0.041004163342062895,34.146341463414636,48.36363636363637,-0.04515427051704707,-0.41583292039222314,0.6797548250484462,False,0.2761004521947977,False,,-0.007914826948966435,-0.12312798107945964,14,True,strong_week_reversal,67,3,0.05,0.0007462686567164179,False,False,3.35,3,6.029213993200932,0.03792415169660679,5.0008420660985635,2026-09-09T21:39:24.524757+00:00
XLC:top1_of_peers_5d,XLC,1,SPY,17,550,3.090909090909091,17,0.012972377716819895,-0.01462131556530893,0.027593693282128795,41.17647058823529,48.36363636363637,-0.019026935390479872,0.1372393703685404,0.8925537501828467,False,0.5629750485045333,True,,0.0648441255919413,-0.5019850886047783,2,False,strong_week_reversal,67,3,0.05,0.0007462686567164179,False,False,3.35,3,6.029213993200932,0.03792415169660679,5.0008420660985635,2026-09-09T21:39:24.524766+00:00
XLC:top10pct_5d_return,XLC,5,SPY,41,546,7.509157509157509,16,0.02177982716885437,-0.06272301518578217,0.08450284235463652,60.97560975609756,47.985347985347985,0.03294859622569035,0.21262393451610584,0.8344827952838034,False,1.1128002081772204,False,,0.44578382329072486,-0.6975806884154513,14,False,strong_week_reversal,67,3,0.05,0.0007462686567164179,False,False,3.35,3,6.029213993200932,0.03792415169660679,5.0008420660985635,2026-09-09T21:39:24.524775+00:00
XLC:top1_of_peers_5d,XLC,5,SPY,17,546,3.1135531135531136,8,0.21590416103097232,-0.06272301518578217,0.2786271762167544,58.82352941176471,47.985347985347985,0.18464242413621593,0.5777243253929586,0.5815491490957236,False,1.3503950917702192,True,,0.34487489600982496,-1.4561923780498178,2,False,strong_week_reversal,67,3,0.05,0.0007462686567164179,False,False,3.35,3,6.029213993200932,0.03792415169660679,5.0008420660985635,2026-09-09T21:39:24.524785+00:00
XLC:top10pct_5d_return AND next-session-is-Friday,XLC,1,SPY,7,550,1.2727272727272727,7,-0.3319781809497419,-0.01462131556530893,-0.31735686538443303,28.57142857142857,48.36363636363637,-0.1950662384786869,-1.584355786705004,0.16420418421465097,False,0.5608583820206436,True,,-0.14643652627126524,-0.5387845473496449,3,True,strong_week_reversal,67,3,0.05,0.0007462686567164179,False,False,3.35,3,6.029213993200932,0.03792415169660679,5.0008420660985635,2026-09-09T21:39:24.524793+00:00
XLE:top10pct_5d_return,XLE,1,SPY,60,553,10.849909584086799,60,-0.06234982091866662,0.01337768917635427,-0.07572751009502082,48.333333333333336,50.27124773960217,0.13357551980906637,-0.4019136505941803,0.6891998467995948,False,0.5275686156779881,False,,-0.06999702001822738,-0.12653498658264367,31,True,strong_week_reversal,67,3,0.05,0.0007462686567164179,False,False,3.35,3,6.029213993200932,0.03792415169660679,5.0008420660985635,2026-09-09T21:39:24.524802+00:00
XLE:top1_of_peers_5d,XLE,1,SPY,123,553,22.24231464737794,123,0.08261246396059359,0.01337768917635427,0.06923477478423942,52.84552845528455,50.27124773960217,0.0749753434023648,0.5098244036605273,0.6110955376127054,False,0.38024340930716344,False,,-0.04347924216546182,0.11000541237618838,67,True,strong_week_reversal,67,3,0.05,0.0007462686567164179,False,False,3.35,3,6.029213993200932,0.03792415169660679,5.0008420660985635,2026-09-09T21:39:24.524810+00:00
XLE:top10pct_5d_return,XLE,5,SPY,59,549,10.746812386156648,26,-0.8184104988006565,0.0786727723388658,-0.8970832711395222,40.67796610169492,50.27322404371585,-0.6333424937813349,-1.1711738213721017,0.25257107310711235,False,2.1447142288818375,False,,-0.8857084575856525,-1.1215564451565225,30,True,strong_week_reversal,67,3,0.05,0.0007462686567164179,False,False,3.35,3,6.029213993200932,0.03792415169660679,5.0008420660985635,2026-09-09T21:39:24.524820+00:00
