model_version,horizon,window_days,n_days,n_name_days_with_a_purchase,mean_excess_spread_pct,median_excess_spread_pct,pct_of_days_positive,hit_rate_pct,overlap_adjusted_t,effective_independent_n,survivorship_biased,coverage_first_filed,coverage_last_filed,generated_at
v0.5_expanded_universe,5,90,444,95845,0.09171537324692589,0.060860143813764665,55.63063063063063,49.95902097226691,1.460770400370948,88.8,True,2024-01-02,2026-03-31,2026-09-10T22:24:22.628874+00:00
v0.5_expanded_universe,20,90,444,95845,0.06808819827408182,0.05806423073122609,52.92792792792793,48.841040217583,0.3480702244679984,22.2,True,2024-01-02,2026-03-31,2026-09-10T22:24:28.490228+00:00
v0.5_expanded_universe,60,90,444,95845,0.2175054493360998,-0.07972698374161327,47.74774774774775,46.98877670385541,0.32301324429136863,7.4,True,2024-01-02,2026-03-31,2026-09-10T22:24:34.266535+00:00
v0.5_expanded_universe,120,90,434,92667,0.026064678317390726,-0.32659351944445203,44.93087557603687,45.489217740177544,0.012466381071981399,3.6,True,2024-01-02,2026-03-31,2026-09-10T22:24:40.444600+00:00
