condition,target,horizon,benchmark,n_triggers,n_baseline_days,trigger_rate_pct,effective_independent_n,mean_return_pct,baseline_return_pct,lift_pct,hit_rate_pct,baseline_hit_rate_pct,mean_tradable_pct,t_stat,p_value,below_inference_floor,min_detectable_effect_pct,underpowered,note,in_sample_lift_pct,oos_lift_pct,oos_n_triggers,sign_held_oos,family,family_size,family_untestable_rows,alpha,bonferroni_threshold,survives_bonferroni,survives_bh_fdr,expected_false_positives_at_alpha,n_nominally_significant,family_max_abs_t,family_null_p,family_null_max_abs_t_p95,generated_at
dow=Mon,SMH,1,SPY,107,553,19.349005424954793,107,-0.00204536649590045,0.10682715046113275,-0.10887251695703322,57.009345794392516,56.41952983725136,-0.06116406091606445,-0.6319876727283343,0.5287556548914679,False,0.48235600255249367,False,,-0.01455938297165103,-0.2500580570614023,43,True,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338516+00:00
dow=Tue,SMH,1,SPY,115,553,20.795660036166364,115,0.40041456212569293,0.10682715046113275,0.2935874116645601,60.86956521739131,56.41952983725136,0.11414248391595887,1.7369078136688718,0.08510453324270509,False,0.47328058875177864,False,,0.323904845649974,0.24797892110529005,46,True,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338524+00:00
dow=Wed,SMH,1,SPY,113,553,20.43399638336347,113,0.06368531996945748,0.10682715046113275,-0.043141830491675394,57.52212389380531,56.41952983725136,-0.17722899696696628,-0.24926802260948352,0.8036100301698402,False,0.4846073881122661,False,,-0.08843438686053935,0.020152201383217654,46,False,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338532+00:00
dow=Thu,SMH,1,SPY,108,553,19.529837251356238,108,-0.16994907945542095,0.10682715046113275,-0.27677622991655376,47.22222222222222,56.41952983725136,-0.19127798443024976,-1.7334973135041316,0.08588787420675587,False,0.44705777028278243,False,,-0.27709518843640435,-0.27574625900411515,43,True,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338538+00:00
dow=Fri,SMH,1,SPY,110,553,19.89150090415913,110,0.22186048363863498,0.10682715046113275,0.11503333317750217,59.09090909090909,56.41952983725136,0.11214826900480508,0.6907481865867499,0.491192162491221,False,0.4662963134056016,False,,0.037591900423281845,0.23896637107781124,43,True,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338547+00:00
dow=Mon,XLB,1,SPY,106,550,19.272727272727273,106,0.044466735193413306,-0.027958036732769927,0.07242477192618318,45.28301886792453,49.09090909090909,0.011033921015400653,0.8051305803478143,0.42256375974041493,False,0.25187139371318934,False,,0.023786736997360804,0.14298608287296086,43,True,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338555+00:00
dow=Tue,XLB,1,SPY,114,550,20.727272727272727,114,-0.07455825145957978,-0.027958036732769927,-0.04660021472680992,49.122807017543856,49.09090909090909,-0.08101164815998041,-0.5144928347269421,0.6079122760431475,False,0.2536101427035773,False,,-0.16283557591829248,0.12491673788473917,46,False,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338562+00:00
dow=Wed,XLB,1,SPY,112,550,20.363636363636363,112,0.04354811824373336,-0.027958036732769927,0.07150615497650321,54.46428571428571,49.09090909090909,0.15984782968349012,0.8512739365884088,0.39644994989312676,False,0.2351971854519659,False,,0.14605494250017143,-0.037053827698448796,46,False,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338570+00:00
dow=Thu,XLB,1,SPY,108,550,19.636363636363637,108,-0.026950561794608745,-0.027958036732769927,0.0010074749381611607,50.92592592592593,49.09090909090909,0.010739351425913103,0.013595949857981104,0.9891776538900193,False,0.20748310021129607,False,,-0.011619243476520623,0.02077471569969782,43,True,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338578+00:00
dow=Fri,XLB,1,SPY,110,550,20.0,110,-0.12324983669648695,-0.027958036732769927,-0.09529179996371707,45.45454545454545,49.09090909090909,-0.1588867446431636,-1.302503954228583,0.1954894902855857,False,0.2048493127657582,False,,0.010296706754816327,-0.2577536792370623,43,True,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338585+00:00
dow=Mon,XLC,1,SPY,106,550,19.272727272727273,106,0.05191819213152615,-0.01462131556530893,0.06653950769683512,56.60377358490566,48.36363636363637,0.03208652703517162,1.0042258252644056,0.3175784436020511,False,0.18552661847954768,False,,0.06230531875134226,0.07372417096892342,43,True,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338594+00:00
dow=Tue,XLC,1,SPY,114,550,20.727272727272727,114,-0.09216146342552481,-0.01462131556530893,-0.07754014786021587,37.719298245614034,48.36363636363637,-0.042092326002723654,-1.2521817235764527,0.21308917936356853,False,0.17338730467051777,False,,-0.10891022012084178,-0.03073301256421126,46,True,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338601+00:00
dow=Wed,XLC,1,SPY,112,550,20.363636363636363,112,-0.03498322638647617,-0.01462131556530893,-0.020361910821167232,45.535714285714285,48.36363636363637,-0.029338002031431755,-0.2722048182638745,0.7859702261763737,False,0.2094501877773511,False,,-0.010414995323858438,-0.03238995163278596,46,True,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338611+00:00
dow=Thu,XLC,1,SPY,108,550,19.636363636363637,108,-0.004252241034024078,-0.01462131556530893,0.010369074531284852,53.70370370370371,48.36363636363637,-0.008199656379270781,0.14595232934480382,0.884233630026383,False,0.19892391452696764,False,,0.021309293992878408,-0.007123271595787203,43,False,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338619+00:00
dow=Fri,XLC,1,SPY,110,550,20.0,110,0.01217016627825524,-0.01462131556530893,0.02679148184356414,49.09090909090909,48.36363636363637,0.009895387254509941,0.43251147364698067,0.666224226795876,False,0.17344314251234957,False,,0.04153649953313809,0.0009259925585353734,43,True,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338630+00:00
dow=Mon,XLE,1,SPY,107,553,19.349005424954793,107,0.027865947657230175,0.01337768917635427,0.014488258480876011,53.271028037383175,50.27124773960217,0.013299946038288052,0.09568420257016688,0.9239520481834678,False,0.4239688752874776,False,,0.03016438415702289,-0.009957436359507634,43,False,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338636+00:00
dow=Tue,XLE,1,SPY,115,553,20.795660036166364,115,-0.08938085914989516,0.01337768917635427,-0.1027585483262494,47.82608695652174,50.27124773960217,0.039814289720963396,-0.6459699272661404,0.5195970440658679,False,0.445413823722719,False,,-0.1223363767654107,-0.07357321792077677,46,True,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338644+00:00
dow=Wed,XLE,1,SPY,113,553,20.43399638336347,113,0.16146674177031534,0.01337768917635427,0.14808905259396116,53.09734513274337,50.27124773960217,0.15830067277971002,1.196029509871181,0.23421099759290342,False,0.3466882245303055,False,,0.19601012144011498,0.07462329154542312,46,True,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338650+00:00
dow=Thu,XLE,1,SPY,108,553,19.529837251356238,108,0.037824016030617864,0.01337768917635427,0.02444632685426363,50.92592592592593,50.27124773960217,0.020523414484336838,0.21441284340729508,0.8306332151647398,False,0.3192426074118713,False,,-0.0018186169243907648,0.06490011119599547,43,True,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338658+00:00
dow=Fri,XLE,1,SPY,110,553,19.89150090415913,110,-0.06941573667194673,0.01337768917635427,-0.08279342584830093,46.36363636363636,50.27124773960217,-0.17623744223822757,-0.57097890245866,0.5691892865833019,False,0.4060072821903029,False,,-0.09707132277072264,-0.056066009411690834,43,True,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338665+00:00
dow=Mon,XLF,1,SPY,107,553,19.349005424954793,107,0.022687049039331525,-0.0024686806051697867,0.02515572964450126,50.467289719626166,49.186256781193485,0.004072148273468717,0.33959093903625825,0.7348365293047783,False,0.20741437685144787,False,,0.017336879236204205,0.03695403016036657,43,True,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338673+00:00
dow=Tue,XLF,1,SPY,115,553,20.795660036166364,115,-0.029030050222103608,-0.0024686806051697867,-0.026561369616933842,46.08695652173913,49.186256781193485,-0.029996407891163413,-0.3362524843559764,0.7372986137073823,False,0.22117854406297985,False,,-0.031122438576459983,-0.019693552177450644,46,True,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338681+00:00
dow=Wed,XLF,1,SPY,113,553,20.43399638336347,113,0.0450816559240722,-0.0024686806051697867,0.04755033652924196,53.98230088495575,49.186256781193485,0.10109593573136763,0.6347142788993846,0.5269092280270724,False,0.20976516002247222,False,,0.010532104774824105,0.10199817452329259,46,True,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338688+00:00
dow=Thu,XLF,1,SPY,108,553,19.529837251356238,108,0.015741647875295674,-0.0024686806051697867,0.01821032848046542,53.70370370370371,49.186256781193485,0.014818585661441135,0.2629592731477101,0.7930876396953854,False,0.1939042465966262,False,,0.019985348814256638,0.015418644440211071,43,True,sector_day_of_week,70,0,0.05,0.0007142857142857143,False,False,3.5,5,2.7338650340299973,0.16167664670658682,3.0344326254085154,2026-09-09T21:39:19.338698+00:00
