cagr,sharpe,max_drawdown_pct,volatility_annual,total_return,n_sessions,top_n,hold_days,side,costs_charged,n_rebalances,turnover_annual,total_cost_paid,cost_drag_pct_of_avg_equity,n_liquidated_missing,n_suspicious_moves,start_date,end_date,model_version,score_column,strategy,benchmark,benchmark_cagr,benchmark_total_return,benchmark_sharpe,benchmark_max_drawdown_pct,excess_total_return_vs_benchmark,survivorship_biased,survivorship_bias_direction,generated_at
-0.019856624127679523,-0.13813956734629787,-18.997817025928466,0.10528809912463998,-0.04336278655960779,557,20,60,long_short,True,,,,,,,,,v0.5_expanded_universe,score_120d,long_short,,,,,,,True,inflates returns (dead/demoted names absent),2026-09-14T21:58:17.750623+00:00
0.1416649997694588,1.0900022687093807,-8.33537392445921,0.12946649399237792,0.34022823944197067,557,30,60,long,True,6.0,5.4682199449427324,188.010553844387,0.16630257684594776,0.0,2.0,2024-06-24,2026-09-11,v0.5_expanded_universe,score_120d,long_only,SPY,0.17993328354862803,0.4415435941063315,1.0869545252850774,-18.7552344894273,-0.10131535466436081,True,inflates returns (dead/demoted names absent),2026-09-14T21:58:18.087212+00:00
0.14245048636586954,1.095290086268653,-8.31079372051844,0.12947144018486814,0.3422672257273598,557,30,60,long,False,6.0,5.469593278508979,0.0,0.0,0.0,2.0,2024-06-24,2026-09-11,v0.5_expanded_universe,score_120d,long_only,SPY,0.17993328354862803,0.4415435941063315,1.0869545252850774,-18.7552344894273,-0.09927636837897169,True,inflates returns (dead/demoted names absent),2026-09-14T21:58:18.389741+00:00
-0.01290214295675507,-0.08168805525437235,-18.668963534357363,0.09912375246937714,-0.028295370975017553,557,30,60,long_short,True,,,,,,,,,v0.5_expanded_universe,score_120d,long_short,,,,,,,True,inflates returns (dead/demoted names absent),2026-09-14T21:58:18.993087+00:00
0.18317381797845123,1.3769814161979559,-11.578526733818029,0.12838355827560632,0.4503088168283864,557,10,120,long,True,3.0,2.5515266372175724,89.41849205052424,0.07569947425268583,0.0,0.0,2024-06-24,2026-09-11,v0.5_expanded_universe,score_120d,long_only,SPY,0.17993328354862803,0.4415435941063315,1.0869545252850774,-18.7552344894273,0.008765222722054933,True,inflates returns (dead/demoted names absent),2026-09-14T21:58:19.226842+00:00
0.18354000904916057,1.3794920856423574,-11.554310466094886,0.128373870191559,0.45130114581307357,557,10,120,long,False,3.0,2.551653170481075,0.0,0.0,0.0,0.0,2024-06-24,2026-09-11,v0.5_expanded_universe,score_120d,long_only,SPY,0.17993328354862803,0.4415435941063315,1.0869545252850774,-18.7552344894273,0.009757551706742085,True,inflates returns (dead/demoted names absent),2026-09-14T21:58:19.446377+00:00
0.09036809909436849,0.8055136880864169,-17.35850170256661,0.11593714989274496,0.21073350357751952,557,10,120,long_short,True,,,,,,,,,v0.5_expanded_universe,score_120d,long_short,,,,,,,True,inflates returns (dead/demoted names absent),2026-09-14T21:58:19.890791+00:00
0.12242541090006531,0.9959740171488856,-7.420440160601693,0.12387464467068804,0.29081491958732797,557,20,120,long,True,3.0,2.4691304020061224,80.68986964583966,0.07231580958817314,0.0,0.0,2024-06-24,2026-09-11,v0.5_expanded_universe,score_120d,long_only,SPY,0.17993328354862803,0.4415435941063315,1.0869545252850774,-18.7552344894273,-0.1507286745190035,True,inflates returns (dead/demoted names absent),2026-09-14T21:58:20.118664+00:00
0.12276638854010602,0.998507049534762,-7.420183362708766,0.12386394360871937,0.291681815341422,557,20,120,long,False,3.0,2.469258003570013,0.0,0.0,0.0,0.0,2024-06-24,2026-09-11,v0.5_expanded_universe,score_120d,long_only,SPY,0.17993328354862803,0.4415435941063315,1.0869545252850774,-18.7552344894273,-0.14986177876490947,True,inflates returns (dead/demoted names absent),2026-09-14T21:58:20.346214+00:00
0.0600696944210235,0.6022515633812398,-16.492252667512208,0.10644045834068583,0.13761971175454324,557,20,120,long_short,True,,,,,,,,,v0.5_expanded_universe,score_120d,long_short,,,,,,,True,inflates returns (dead/demoted names absent),2026-09-14T21:58:20.798209+00:00
0.1419607417443034,1.202439746291497,-6.11665446283145,0.11622741232470635,0.34099573483582857,557,30,120,long,True,3.0,2.463738657203041,84.1909038450269,0.07466974352606191,0.0,0.0,2024-06-24,2026-09-11,v0.5_expanded_universe,score_120d,long_only,SPY,0.17993328354862803,0.4415435941063315,1.0869545252850774,-18.7552344894273,-0.10054785927050292,True,inflates returns (dead/demoted names absent),2026-09-14T21:58:21.033564+00:00
0.14232016102278244,1.2052592304755203,-6.116584153588001,0.11621613587282098,0.3419288064071304,557,30,120,long,False,3.0,2.46387457249446,0.0,0.0,0.0,0.0,2024-06-24,2026-09-11,v0.5_expanded_universe,score_120d,long_only,SPY,0.17993328354862803,0.4415435941063315,1.0869545252850774,-18.7552344894273,-0.09961478769920107,True,inflates returns (dead/demoted names absent),2026-09-14T21:58:21.269395+00:00
0.05240326818012031,0.5948839250088588,-15.250469109562182,0.09333703845901967,0.11951438322215102,557,30,120,long_short,True,,,,,,,,,v0.5_expanded_universe,score_120d,long_short,,,,,,,True,inflates returns (dead/demoted names absent),2026-09-14T21:58:21.723429+00:00
