condition,target,horizon,benchmark,n_triggers,n_baseline_days,trigger_rate_pct,effective_independent_n,mean_return_pct,baseline_return_pct,lift_pct,hit_rate_pct,baseline_hit_rate_pct,mean_tradable_pct,t_stat,p_value,below_inference_floor,min_detectable_effect_pct,underpowered,note,in_sample_lift_pct,oos_lift_pct,oos_n_triggers,sign_held_oos,family,family_size,family_untestable_rows,alpha,bonferroni_threshold,survives_bonferroni,survives_bh_fdr,expected_false_positives_at_alpha,n_nominally_significant,family_max_abs_t,family_null_p,family_null_max_abs_t_p95,generated_at
SPY:up_streak>=3,SPY,10,,99,544,18.198529411764707,31,0.7387795117299317,0.7042271542494377,0.034552357480494074,57.57575757575758,62.5,0.7008797243476732,0.0660251121960364,0.9477958757809435,False,1.4653000612574691,False,,-0.1640966877019801,0.38967715955909876,35,True,streaks,21,3,0.05,0.002380952380952381,False,False,1.05,0,1.800240320745358,0.5588822355289421,3.03622636798472,2026-09-09T21:39:20.814341+00:00
SPY:down_streak>=3,SPY,10,,39,544,7.169117647058823,21,1.4668474210001863,0.7042271542494377,0.7626202667507487,76.92307692307693,62.5,1.1037411392685013,1.0103737214080082,0.32438462658803424,False,2.1134127913841563,False,,0.8183791744382434,0.6988711320331925,17,True,streaks,21,3,0.05,0.002380952380952381,False,False,1.05,0,1.800240320745358,0.5588822355289421,3.03622636798472,2026-09-09T21:39:20.814349+00:00
SPY:up_streak>=4,SPY,1,,58,553,10.488245931283906,58,0.13963073770074894,0.07192074479756184,0.06770999290318709,56.896551724137936,56.78119349005425,0.05646610652881186,0.7745646705819382,0.44179816309379993,False,0.24476714124655916,False,,0.10670127131892074,-0.01420254291386997,19,False,streaks,21,3,0.05,0.002380952380952381,False,False,1.05,0,1.800240320745358,0.5588822355289421,3.03622636798472,2026-09-09T21:39:20.814355+00:00
SPY:down_streak>=4,SPY,1,,12,553,2.1699819168173597,12,1.356689202385155,0.07192074479756184,1.2847684575875928,83.33333333333334,56.78119349005425,1.0901498435603139,1.4736730966143758,0.16860190311479373,False,2.441078479012635,True,,1.6668974413589568,0.5188122574814065,4,True,streaks,21,3,0.05,0.002380952380952381,False,False,1.05,0,1.800240320745358,0.5588822355289421,3.03622636798472,2026-09-09T21:39:20.814362+00:00
SPY:up_streak>=4,SPY,5,,58,549,10.564663023679417,26,0.5304463887878019,0.35616795874318513,0.17427843004461677,63.793103448275865,59.92714025500911,0.4453615438713359,0.505487000897059,0.6176446658596398,False,0.9653652878490192,False,,0.22492643835466242,0.06521555730052195,19,True,streaks,21,3,0.05,0.002380952380952381,False,False,1.05,0,1.800240320745358,0.5588822355289421,3.03622636798472,2026-09-09T21:39:20.814369+00:00
SPY:down_streak>=4,SPY,5,,12,549,2.185792349726776,10,1.6093119520096604,0.35616795874318513,1.2531439932664747,75.0,59.92714025500911,1.342007881644707,1.3522106518826282,0.20930489522829743,False,2.594864325510943,True,,1.4601655101469442,0.8345134558764452,4,True,streaks,21,3,0.05,0.002380952380952381,False,False,1.05,0,1.800240320745358,0.5588822355289421,3.03622636798472,2026-09-09T21:39:20.814377+00:00
SPY:up_streak>=4,SPY,10,,58,544,10.661764705882353,21,1.1232950501894778,0.7042271542494377,0.4190678959400399,58.620689655172406,62.5,1.0385096197715642,0.7653320474340277,0.45301133874456767,False,1.5331778050667073,False,,0.3305640342751046,0.5856852247337063,19,True,streaks,21,3,0.05,0.002380952380952381,False,False,1.05,0,1.800240320745358,0.5588822355289421,3.03622636798472,2026-09-09T21:39:20.814383+00:00
SPY:down_streak>=4,SPY,10,,12,544,2.2058823529411766,9,1.7803414323569922,0.7042271542494377,1.0761142781075543,83.33333333333334,62.5,1.5148439982221458,0.8511763985793235,0.41941822848195287,False,3.5399477519939153,True,,1.5381410205697414,0.13863999475335376,4,True,streaks,21,3,0.05,0.002380952380952381,False,False,1.05,0,1.800240320745358,0.5588822355289421,3.03622636798472,2026-09-09T21:39:20.814390+00:00
SPY:up_streak>=5,SPY,1,,33,553,5.967450271247739,33,0.2078409624747096,0.07192074479756184,0.13592021767714774,51.515151515151516,56.78119349005425,0.12099112231710282,1.0714555366585548,0.29197941764254576,False,0.3551958961198533,False,,0.14777141996846382,0.0933485863979653,8,True,streaks,21,3,0.05,0.002380952380952381,False,False,1.05,0,1.800240320745358,0.5588822355289421,3.03622636798472,2026-09-09T21:39:20.814397+00:00
SPY:down_streak>=5,SPY,1,,2,553,0.3616636528028933,2,1.5278397534200683,0.07192074479756184,1.4559190086225064,100.0,56.78119349005425,1.0314433251067956,,,True,0.021989129728150477,True,"only 2 independent observations — described, not tested",1.4525071050177407,,0,,streaks,21,3,0.05,0.002380952380952381,False,False,1.05,0,1.800240320745358,0.5588822355289421,3.03622636798472,2026-09-09T21:39:20.814403+00:00
SPY:up_streak>=5,SPY,5,,33,549,6.0109289617486334,16,0.7437521651950851,0.35616795874318513,0.3875842064518999,72.72727272727273,59.92714025500911,0.6535442900709193,0.9165363724914362,0.37388665575687974,False,1.1840618775611766,False,,0.23071385219248136,0.8622369096535681,8,True,streaks,21,3,0.05,0.002380952380952381,False,False,1.05,0,1.800240320745358,0.5588822355289421,3.03622636798472,2026-09-09T21:39:20.814409+00:00
SPY:down_streak>=5,SPY,5,,2,549,0.36429872495446264,2,2.2951736124709576,0.35616795874318513,1.9390056537277724,100.0,59.92714025500911,1.7947415483207996,,,True,0.5361682915115562,True,"only 2 independent observations — described, not tested",1.929245964634508,,0,,streaks,21,3,0.05,0.002380952380952381,False,False,1.05,0,1.800240320745358,0.5588822355289421,3.03622636798472,2026-09-09T21:39:20.814415+00:00
SPY:up_streak>=5,SPY,10,,33,544,6.0661764705882355,15,1.6651648013494513,0.7042271542494377,0.9609376471000134,69.6969696969697,62.5,1.5753196342569071,1.457624409100788,0.1670089204403109,False,1.8458976092064008,False,,0.7861557618985836,1.4589182787777684,8,True,streaks,21,3,0.05,0.002380952380952381,False,False,1.05,0,1.800240320745358,0.5588822355289421,3.03622636798472,2026-09-09T21:39:20.814421+00:00
SPY:down_streak>=5,SPY,10,,2,544,0.36764705882352944,2,2.666454752677516,0.7042271542494377,1.9622275984280784,100.0,62.5,2.163302271415657,,,True,2.315888886842816,True,"only 2 independent observations — described, not tested",1.9313014107419564,,0,,streaks,21,3,0.05,0.002380952380952381,False,False,1.05,0,1.800240320745358,0.5588822355289421,3.03622636798472,2026-09-09T21:39:20.814427+00:00
