model_version,event_group,window_days,horizon,n_days,n_event_name_days,mean_excess_spread_pct,median_excess_spread_pct,pct_of_days_positive,hit_rate_pct,overlap_adjusted_t,effective_independent_n,min_detectable_spread_pct,survivorship_biased,generated_at,p_value,family_size,survives_bh_fdr,n_nominally_significant,expected_false_positives_at_alpha
v0.5_expanded_universe,agreement,5,20,536,16506,0.07745904750044459,-0.0687081901895632,48.134328358208954,47.894152637491985,0.16076194402565386,26.8,1.3491086731735156,True,2026-09-11T17:59:09.505663+00:00,0.8735330773131308,105,False,3,5.25
v0.5_expanded_universe,agreement,30,20,536,80717,-0.014445278729067205,-0.07225530408174617,47.38805970149254,48.389901944049114,-0.08635295789191737,26.8,0.4683890561341616,True,2026-09-11T17:59:09.999708+00:00,0.9318525317792502,105,False,3,5.25
v0.5_expanded_universe,agreement,90,20,536,204994,-0.019482371854212418,0.07042711714357662,54.2910447761194,48.49629327734157,-0.1258218987656319,26.8,0.43355442674892464,True,2026-09-11T17:59:10.512333+00:00,0.9008482738332414,105,False,3,5.25
v0.5_expanded_universe,disclosure,5,20,533,61820,-0.045244437053612155,-0.007204939676107524,49.71857410881801,48.17081373719758,-0.21396854001758303,26.6,0.5920703283749266,True,2026-09-11T17:59:11.004477+00:00,0.8322666814995126,105,False,3,5.25
v0.5_expanded_universe,disclosure,30,20,533,260536,-0.04343211925820445,0.06169246672434129,52.908067542213885,48.790482636961066,-0.3135207639788396,26.6,0.3878847843429606,True,2026-09-11T17:59:11.516264+00:00,0.7564253839587205,105,False,3,5.25
v0.5_expanded_universe,disclosure,90,20,533,511515,0.0524714401064732,0.11908617679355371,55.909943714821765,48.832048261830145,0.4113202825231331,26.6,0.35719131426460116,True,2026-09-11T17:59:12.035741+00:00,0.6842608926643012,105,False,3,5.25
v0.5_expanded_universe,earnings,5,20,522,50517,-0.15911880264185047,-0.24522037663156485,44.827586206896555,47.664563462843944,-0.3454389115166941,26.1,1.2897581382508783,True,2026-09-11T17:59:12.566205+00:00,0.732642768883141,105,False,3,5.25
v0.5_expanded_universe,earnings,30,20,514,262495,-0.25713188092891953,-0.2439934646384934,45.719844357976655,48.06797597093636,-0.9469070234554976,25.7,0.7603378671473247,True,2026-09-11T17:59:13.074158+00:00,0.3528586328897484,105,False,3,5.25
v0.5_expanded_universe,earnings,90,20,496,699971,-0.4046456875720159,-0.4241207320315641,40.92741935483871,48.15613621361986,-1.4682132759805833,24.8,0.7716916498013116,True,2026-09-11T17:59:13.545283+00:00,0.15513952906471484,105,False,3,5.25
v0.5_expanded_universe,material,5,20,531,120443,-0.013862220068809028,-0.0013503047399948329,49.90583804143126,48.22389577572799,-0.0746265700747061,26.6,0.5201125571470013,True,2026-09-11T17:59:14.074975+00:00,0.9410919294545111,105,False,3,5.25
v0.5_expanded_universe,material,30,20,514,454110,-0.15983322867767424,-0.03274785615287644,48.83268482490272,48.36369380569839,-0.8928776308825349,25.7,0.5012255037178375,True,2026-09-11T17:59:14.655599+00:00,0.3805397520546354,105,False,3,5.25
v0.5_expanded_universe,material,90,20,488,715952,0.03811309071606317,0.03954571218169733,51.63934426229508,48.37106766345457,0.129736506957193,24.4,0.822564569587097,True,2026-09-11T17:59:15.175292+00:00,0.897883679357839,105,False,3,5.25
v0.5_expanded_universe,officer_change,5,20,533,28890,-0.09814793184827601,-0.15936891195918665,46.15384615384615,47.60870512414502,-0.2802793701597042,26.6,0.9805010230277836,True,2026-09-11T17:59:15.661856+00:00,0.7815156653337665,105,False,3,5.25
v0.5_expanded_universe,officer_change,30,20,533,142339,-0.13784149243923483,-0.13496336656683589,41.83864915572232,47.96593776313301,-0.8603767709242847,26.6,0.4485897247263347,True,2026-09-11T17:59:16.276112+00:00,0.397567771123401,105,False,3,5.25
v0.5_expanded_universe,officer_change,90,20,533,346191,-0.05872037346865116,-0.04958080171353803,47.27954971857411,48.40471411046877,-0.48715297125769214,26.6,0.337505989725865,True,2026-09-11T17:59:16.771510+00:00,0.6302953428322091,105,False,3,5.25
v0.5_expanded_universe,redflag,5,20,48,167,0.9404989393563453,0.25148473606960003,54.166666666666664,49.131944444444436,0.2203041923975048,2.4,11.953458540844334,True,2026-09-11T17:59:17.167031+00:00,,105,False,3,5.25
v0.5_expanded_universe,redflag,30,20,464,2617,-1.0221183512975418,-1.168855808021609,39.008620689655174,45.67639915161467,-0.9761324269125116,23.2,2.9319089344110325,True,2026-09-11T17:59:17.639134+00:00,0.3395164950314705,105,False,3,5.25
v0.5_expanded_universe,redflag,90,20,533,8029,-0.48690768948714025,-0.6458718556850889,41.651031894934334,47.53792794039746,-0.7118462657684774,26.6,1.9152190523781005,True,2026-09-11T17:59:18.123012+00:00,0.4829971509555858,105,False,3,5.25
v0.5_expanded_universe,agreement,5,60,496,15192,-0.22475172726814097,-0.28310439153106276,46.774193548387096,45.68473511588585,-0.16299733972741226,8.3,3.8608288785768483,True,2026-09-11T17:59:18.650842+00:00,0.8749414838292449,105,False,3,5.25
v0.5_expanded_universe,agreement,30,60,496,73983,0.09884688199109447,0.19923442692486798,55.846774193548384,46.90797707194839,0.1677979631995973,8.3,1.649431639678739,True,2026-09-11T17:59:19.059887+00:00,0.8712967301075139,105,False,3,5.25
v0.5_expanded_universe,agreement,90,60,496,187781,0.27552695852739917,0.3839419382636199,61.08870967741935,47.69414781387398,0.5219058118692106,8.3,1.4781891029603043,True,2026-09-11T17:59:19.450654+00:00,0.6171941486341295,105,False,3,5.25
v0.5_expanded_universe,disclosure,5,60,493,56921,0.0902211457108388,-0.10458966648672391,47.66734279918864,47.12860959129091,0.11460637539724633,8.2,2.2042334653262086,True,2026-09-11T17:59:19.851658+00:00,0.9118879108691006,105,False,3,5.25
v0.5_expanded_universe,disclosure,30,60,493,242208,0.1721331459304623,0.15071139682225715,56.5922920892495,47.83164247569659,0.36086839788435526,8.2,1.335591621297215,True,2026-09-11T17:59:20.264448+00:00,0.7285541524534962,105,False,3,5.25
v0.5_expanded_universe,disclosure,90,60,493,470748,0.2924007367773779,0.47811700708056865,63.48884381338742,47.70966557659732,0.5982223388828336,8.2,1.3685915917242453,True,2026-09-11T17:59:20.703015+00:00,0.5680255482440573,105,False,3,5.25
v0.5_expanded_universe,earnings,5,60,482,45270,-0.4501882849415065,-0.5984891380042325,43.15352697095436,45.31438618869378,-0.24079630182112532,8.0,5.234827895208275,True,2026-09-11T17:59:21.119392+00:00,0.8166135428112402,105,False,3,5.25
v0.5_expanded_universe,earnings,30,60,474,248052,-0.6726100683157727,-0.7496790672752696,37.76371308016878,45.224691563907385,-0.8089876669168082,7.9,2.32798133803668,True,2026-09-11T17:59:21.534581+00:00,0.44551659125504295,105,False,3,5.25
v0.5_expanded_universe,earnings,90,60,455,641517,-0.90009729363502,-0.9159568362240195,33.18681318681318,46.67906932739195,-0.9856714546994519,7.6,2.5569092116465217,True,2026-09-11T17:59:21.951514+00:00,0.3590395001163491,105,False,3,5.25
v0.5_expanded_universe,material,5,60,491,110272,-0.08874751113542861,-0.21229608779338213,43.9918533604888,46.75018916468358,-0.13636239914605164,8.2,1.8222987622346716,True,2026-09-11T17:59:22.376126+00:00,0.8952695609625204,105,False,3,5.25
v0.5_expanded_universe,material,30,60,474,421256,-0.12645135990640993,-0.15645634477202036,45.56962025316456,46.61975029975337,-0.2580831779586833,7.9,1.371898046739916,True,2026-09-11T17:59:22.821003+00:00,0.8038709093247884,105,False,3,5.25
v0.5_expanded_universe,material,90,60,448,656449,0.2419220573693731,0.3736108520028889,55.58035714285714,46.77972948376732,0.24999423287871453,7.5,2.7095895486632227,True,2026-09-11T17:59:23.214762+00:00,0.8103072504294857,105,False,3,5.25
v0.5_expanded_universe,officer_change,5,60,493,26846,-0.3419635804129642,-0.33788441849367523,44.01622718052739,46.58079350036364,-0.3134668232346654,8.2,3.0545434291127647,True,2026-09-11T17:59:23.699887+00:00,0.7628125904937053,105,False,3,5.25
v0.5_expanded_universe,officer_change,30,60,493,131790,-0.1611487492644547,-0.30447198215701554,40.36511156186612,46.55818888641963,-0.2876435432251739,8.2,1.5686654839571719,True,2026-09-11T17:59:24.184598+00:00,0.781723233265945,105,False,3,5.25
